Sloupec1;ZZ_ID;ZZ_kod;PCZ;PCDP;ZZ_nazev;ZZ_druh_kod;ZZ_druh_nazev;ZZ_druh_nazev_sekundarni;ZZ_misto_poskytovani_ID;ZZ_kraj_kod;ZZ_kraj_nazev;ZZ_okres_kod;ZZ_okres_nazev;ZZ_ORP_kod;ZZ_ORP_nazev;ZZ_obec;ZZ_spravni_obvod;ZZ_PSC;ZZ_ulice;ZZ_cislo_domovni_orientacni;ZZ_RUIAN_kod;ZZ_GPS;ZZ_datum_zahajeni_cinnosti;ZZ_obor_pece;ZZ_forma_pece;ZZ_druh_pece;ZZ_rozsah_pece;poskytovatel_druh;poskytovatel_nazev;poskytovatel_osoba_typ;poskytovatel_pravni_forma_kod;poskytovatel_pravni_forma_nazev;poskytovatel_sidlo_kraj_kod;poskytovatel_sidlo_kraj_nazev;poskytovatel_sidlo_okres_kod;poskytovatel_sidlo_okres_nazev;poskytovatel_sidlo_obec;poskytovatel_sidlo_PSC;poskytovatel_sidlo_ulice;poskytovatel_sidlo_cislo_domovni_orientacni;poskytovatel_sidlo_RUIAN_kod;poskytovatel_telefon;poskytovatel_fax;poskytovatel_email;poskytovatel_web;poskytovatel_datova_schranka;poskytovatel_odborny_zastupce;zrizovatel_typ;ZZ_obor_pece_strucne;latitude;longitude;ico_str;ulice_str;match_key;Pondělí;Úterý;Středa;Čtvrtek;Pátek;Sobota;Neděle
7122322;137089;7,12232E+12;1;0;HES Pharma s.r.o., Lékárna Bystrc;510;Lékárna;;224896;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63500;náměstí 28. dubna;1069/2;19318197.0;POINT(49.225630636985 16.530275670139);22.07.2019;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;HES Pharma s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62400;Dělnická;1222/53 ;19318197.0;;;h.slam@seznam.cz;;p3689bg;Helena Slámová;Jiná právnická osoba;Praktické;49.225630636985;16.530275670139;07122322;náměstí 28. dubna;07122322_náměstí 28. dubna;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5904714;137088;5,90471E+12;0;1;Infekce Brno s.r.o.;324;Samostatná ordinace lékaře specialisty;;224830;CZ064;Jihomoravský kraj;CZ0644;Břeclav;6211;Mikulov;Mikulov;;69201;Svobody;220/2;15302032.0;POINT(48.804990599844 16.637461496253);01.10.2019;infekční lékařství;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Infekce Brno s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62500;Pod nemocnicí;497/4 ;15302032.0;;;;;iife9uz;Anna Hajná;Jiná právnická osoba;Infekční;48.804990599844;16.637461496253;05904714;svobody;05904714_svobody;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;137086;2,72513E+13;1;9;DR. OPTIK Moravia s.r.o.;523;Oční optika;;224901;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6214;Rosice;Rosice;;66501;Palackého nám.;16;24062740.0;POINT(49.181346386244 16.38930151517);08.08.2019;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;24062740.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.181346386244;16.38930151517;27251349;palackého nám.;27251349_palackého nám.;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
88595307;136984;8,85953E+13;0;0;Barbora Daňková;359;Samostatné zařízení nelékaře - jiné;;224541;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6218;Veselí nad Moravou;Strážnice;;69662;nám. 17. listopadu;1545;23230011.0;POINT(48.902258127156 17.319128258196);12.06.2019;Dentální hygienistka;specializovaná ambulantní péče;;;Samostatné zařízení nelékaře - jiné;Barbora Daňková, DiS;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Strážnice;69662;U Podjezdu;1077;23230011.0;;;barbora1077@gmail.com;;jkfhrxy;;Fyzická osoba;Dentální;48.902258127156;17.319128258196;88595307;nám. 17. listopadu;88595307_nám. 17. listopadu;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
18627218;136983;1,86272E+13;2;0;Svět rovnátek s.r.o.;324;Samostatná ordinace lékaře specialisty;;224473;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Heršpická;788/9;19130431.0;POINT(49.17552568785 16.604089543838);17.06.2019;ortodoncie, zubní lékařství;primární ambulantní péče, specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Svět rovnátek s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 10;10100;Nad Vršovskou horou;1423/10 ;19130431.0;;;;http://www.svetrovnatek.cz;fvwyk7q;KATEŘINA PETRŮ;Jiná právnická osoba;Zubař;49.17552568785;16.604089543838;18627218;heršpická;18627218_heršpická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8257361;136982;8,25736E+12;0;0;KLÁRA VLACHOVÁ DiS.;351;Samostatné zařízení fyzioterapeuta;;245907;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Palackého třída;2522/137;19719272.0;POINT(49.231490303457 16.588902965784);20.06.2019;Fyzioterapeut;ambulantní péče;;;Samostatné zařízení fyzioterapeuta;KLÁRA VLACHOVÁ DiS.;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Palackého třída;2522/137 ;19719272.0;4,20606E+11;;klara.vlachova@seznam.cz;;gmrf5xf;;Fyzická osoba;Fyzioterapie;49.231490303457;16.588902965784;08257361;palackého třída;08257361_palackého třída;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8138311;136981;8,13831E+12;0;0;Josef Maťa zdravotnická dopravní služba s.r.o.;480;Zdravotnická dopravní služba;;224497;CZ064;Jihomoravský kraj;CZ0644;Břeclav;6207;Hustopeče;Křepice;;69165;;372;9996907.0;POINT(48.996757573387 16.723561911442);01.07.2019;;;zdravotnická dopravní služba;;Zdravotnická dopravní služba;Josef Maťa zdravotnická dopravní služba s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0644;Břeclav;Křepice;69165;;372;9996907.0;4,20519E+11;;jmata@iol.cz;;r7t4q9d;Dušan Medek;Jiná právnická osoba;Neznámý;48.996757573387;16.723561911442;08138311;nan;08138311_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8023948;136980;8,02395E+12;0;0;LÉKÁRNA GRAND RESIDENCE s.r.o.;510;Lékárna;;224551;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6216;Šlapanice;Modřice;;66442;Masarykova;1019;27641503.0;POINT(49.134434975589 16.616110588913);01.07.2019;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;LÉKÁRNA GRAND RESIDENCE s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61700;Mariánské náměstí;617/1 ;27641503.0;4,20777E+11;;brno.gity@benu.cz;http://www.lekarnagrandresidence.cz;624zvhj;Jana Bašeová, Pavla Machová;Jiná právnická osoba;Praktické;49.134434975589;16.616110588913;08023948;masarykova;08023948_masarykova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7570546;136977;7,57055E+12;3;1;ČESKÁ OČNÍ OPTIKA HOLDING a.s.;523;Oční optika;;224743;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6206;Hodonín;Hodonín;;69501;Příční;4272/1;28168798.0;POINT(48.85141658883 17.128900594714);31.07.2019;Optometrista;specializovaná ambulantní péče;;;Oční optika;ČESKÁ OČNÍ OPTIKA HOLDING a.s.;právnická osoba;121.0;Akciová společnost;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 3;13000;Žerotínova;1132/34 ;28168798.0;;;;www.orangeoptik.cz;mi5mzjm;Lucie Rydlová;Jiná právnická osoba;Optometrista;48.85141658883;17.128900594714;07570546;příční;07570546_příční;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7570546;136976;7,57055E+12;3;0;ČESKÁ OČNÍ OPTIKA HOLDING a.s.;523;Oční optika;;224742;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6210;Kyjov;Bzenec;;69681;náměstí Svobody;424;13662970.0;POINT(48.972771929934 17.268116364495);31.07.2019;Optometrista;specializovaná ambulantní péče;;;Oční optika;ČESKÁ OČNÍ OPTIKA HOLDING a.s.;právnická osoba;121.0;Akciová společnost;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 3;13000;Žerotínova;1132/34 ;13662970.0;;;;www.orangeoptik.cz;mi5mzjm;Lucie Rydlová;Jiná právnická osoba;Optometrista;48.972771929934;17.268116364495;07570546;náměstí svobody;07570546_náměstí svobody;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8353239;136926;8,35324E+12;0;0;Dětský praktik, s.r.o.;321;Sam.ord.prakt.lékaře pro děti a dorost;;224686;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63500;Kubíčkova;1115/8;19318651.0;POINT(49.22119059005 16.517791693895);01.09.2019;praktické lékařství pro děti a dorost;primární ambulantní péče, specializovaná ambulantní péče;;;Sam.ord.prakt.lékaře pro děti a dorost;Dětský praktik, s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;třída Kpt. Jaroše;1844/28 ;19318651.0;;;marketa@knetig.cz;;efk9sdv;Markéta Knetigová;Jiná právnická osoba;Praktik;49.22119059005;16.517791693895;08353239;kubíčkova;08353239_kubíčkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8111821;136924;8,11182E+12;0;0;MUDr. Renata Dudová s.r.o.;324;Samostatná ordinace lékaře specialisty;;224665;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6218;Veselí nad Moravou;Veselí nad Moravou;;69801;U Polikliniky;1289;13713914.0;POINT(48.948847924646 17.389728049574);01.09.2019;otorinolaryngologie a chirurgie hlavy a krku;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Renata Dudová s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Veselí nad Moravou;69801;Fügnerova;994;13713914.0;;;r.dudova@tiscali.cz;;29r37sj;Renata Dudová;Jiná právnická osoba;Chirurgie;48.948847924646;17.389728049574;08111821;u polikliniky;08111821_u polikliniky;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8118086;136923;8,11809E+12;0;1;Lékárna U Školy s.r.o., OOVL;510;Lékárna;;224638;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6215;Slavkov u Brna;Otnice;;68354;Školní;470;500909.0;POINT(49.085594960557 16.81214729579);01.09.2019;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;Lékárna U Školy s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Újezd u Brna;66453;Školní;384;500909.0;4,20544E+11;;lujezd@seznam.cz;;evx397v;Michaela Kyselková;Jiná právnická osoba;Praktické;49.085594960557;16.81214729579;08118086;školní;08118086_školní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8118086;136922;8,11809E+12;0;0;Lékárna U Školy s.r.o., Lékárna U Naděje;510;Lékárna;;224637;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6216;Šlapanice;Újezd u Brna;;66453;Školní;384;24012149.0;POINT(49.10342857612 16.753875956826);01.09.2019;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;Lékárna U Školy s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Újezd u Brna;66453;Školní;384;24012149.0;4,20544E+11;;lujezd@seznam.cz;;evx397v;Michaela Kyselková;Jiná právnická osoba;Praktické;49.10342857612;16.753875956826;08118086;školní;08118086_školní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8330336;136921;8,33034E+12;0;0;Veronika Boháček Kummerová DiS.;359;Samostatné zařízení nelékaře - jiné;;243498;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6219;Vyškov;Vyškov;;68201;Joklova;102/18;13913425.0;POINT(49.277200492787 17.0127122643);01.08.2019;Dentální hygienistka;specializovaná ambulantní péče;;;Samostatné zařízení nelékaře - jiné;Veronika Boháček Kummerová DiS.;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Drnovice;68304;;61;13913425.0;;;;;ucagwz5;;Fyzická osoba;Dentální;49.277200492787;17.0127122643;08330336;joklova;08330336_joklova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8205434;136915;8,20543E+12;0;0;Interna Bystrc s.r.o.;324;Samostatná ordinace lékaře specialisty;;224617;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63500;Lýskova;1031/2;19317816.0;POINT(49.218898350202 16.505322519951);01.10.2019;vnitřní lékařství;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Interna Bystrc s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61300;Mathonova;888/18 ;19317816.0;;;wao@wao.cz;;v3c6kn7;Yveta Bočková;Jiná právnická osoba;Interna;49.218898350202;16.505322519951;08205434;lýskova;08205434_lýskova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8110212;136912;8,11021E+12;0;0;Lékárna U Marie Pomocné s.r.o.;510;Lékárna;;224550;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6210;Kyjov;Bzenec;;69681;náměstí Svobody;316;13661931.0;POINT(48.972412758253 17.267496610579);01.08.2019;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;Lékárna U Marie Pomocné s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Bzenec;69681;náměstí Svobody;316;13661931.0;4,20518E+11;;mariepomocna@tiscali.cz;;igp3645;Petr Varjan;Jiná právnická osoba;Praktické;48.972412758253;17.267496610579;08110212;náměstí svobody;08110212_náměstí svobody;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
6378510;136909;6,37851E+12;0;1;naše lékárna, s.r.o., OOVL Višňové;510;Lékárna;;224629;CZ064;Jihomoravský kraj;CZ0647;Znojmo;6220;Znojmo;Višňové;;67138;;127;10958916.0;POINT(48.98207867377 16.150008399172);16.07.2019;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;naše lékárna, s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Matulkova;1510/27 ;10958916.0;;;stranskeho@naselekarnabrno.cz;;vgip5e6;Andrea Šlesingerová;Jiná právnická osoba;Praktické;48.98207867377;16.150008399172;06378510;nan;06378510_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
61854093;136906;6,18541E+13;6;2;Penta Clinic s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;224539;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62700;Tuřanka;856/98b;27571572.0;POINT(49.166109289825 16.67428727245);04.07.2019;všeobecné praktické lékařství;primární ambulantní péče, specializovaná ambulantní péče;;;Poskytovatel ambulantních služeb (nad 5 oborů);Penta Clinic s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 1;11000;Na Florenci;2116/15 ;27571572.0;;;;pentahospitals.cz;384sc7u;Pavla  Veverková;Jiná právnická osoba;Praktik;49.166109289825;16.67428727245;61854093;tuřanka;61854093_tuřanka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
570931;136888;5,70931E+11;3;0;NADĚJE, pobočka Brno;354;Zdravotní péče v ústavech sociální p.;;243460;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62500;Arménská;571/2;19216513.0;POINT(49.166713388206 16.584637135155);01.07.2019;Fyzioterapeut, Všeobecná sestra;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - léčebně rehabilitační, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - ošetřovatelská péče v zařízeních sociálních služeb;;;Zdravotní péče v ústavech sociální p.;Naděje;právnická osoba;706.0;Spolek;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 5;15500;K Brance;11/19e;19216513.0;4,20776E+11;;nadeje@nadeje.cz;http://www.nadeje.cz;eyi9aqn;Diana Šulová;Jiná právnická osoba;Fyzioterapie;49.166713388206;16.584637135155;00570931;arménská;00570931_arménská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
570931;136887;5,70931E+11;3;4;NADĚJE ;354;Zdravotní péče v ústavech sociální p.;;239898;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62100;Hapalova;1488/20;19508263.0;POINT(49.250663396009 16.58565094809);01.07.2019;Fyzioterapeut;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - léčebně rehabilitační;;;Zdravotní péče v ústavech sociální p.;Naděje;právnická osoba;706.0;Spolek;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 5;15500;K Brance;11/19e;19508263.0;4,20776E+11;;nadeje@nadeje.cz;http://www.nadeje.cz;eyi9aqn;Diana Šulová;Jiná právnická osoba;Fyzioterapie;49.250663396009;16.58565094809;00570931;hapalova;00570931_hapalova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
570931;136885;5,70931E+11;3;3;NADĚJE ;354;Zdravotní péče v ústavech sociální p.;;131918;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Velkopavlovická;4186/13;19573430.0;POINT(49.203341183047 16.663284204556);01.07.2019;Fyzioterapeut, Všeobecná sestra;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - léčebně rehabilitační, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - ošetřovatelská péče v zařízeních sociálních služeb;;;Zdravotní péče v ústavech sociální p.;Naděje;právnická osoba;706.0;Spolek;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 5;15500;K Brance;11/19e;19573430.0;4,20776E+11;;nadeje@nadeje.cz;http://www.nadeje.cz;eyi9aqn;Diana Šulová;Jiná právnická osoba;Fyzioterapie;49.203341183047;16.663284204556;00570931;velkopavlovická;00570931_velkopavlovická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5263689;136854;5,26369E+12;0;0;Mgr. Kateřina Honová;351;Samostatné zařízení fyzioterapeuta;;242747;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;64100;Chudčická;1057/27;79347479.0;POINT(49.217132766455 16.495788351853);04.07.2019;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Mgr. Kateřina Honová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63500;Teyschlova;1119/3 ;79347479.0;4,20775E+11;;fyzioterapie.honova@gmail.com;https://fyzioterapie-online.cz/ordinace/;sifmbd8;;Fyzická osoba;Fyzioterapie;49.217132766455;16.495788351853;05263689;chudčická;05263689_chudčická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7746334;136755;7,74633E+12;0;0;Roman Sokol stomatologie s.r.o.;322;Samostatná ordinace PL - stomatologa;;224515;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6218;Veselí nad Moravou;Veselí nad Moravou;;69801;Národních mučedníků;937;13710435.0;POINT(48.950013479374 17.382459585151);21.05.2019;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;Roman Sokol stomatologie s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Louka;69676;;132;13710435.0;;;romansokol.rs@gmail.com;;skcrrz8;Roman Sokol;Jiná právnická osoba;Zubař;48.950013479374;17.382459585151;07746334;národních mučedníků;07746334_národních mučedníků;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7881169;136727;7,88117E+12;0;0;MANK, s.r.o.;324;Samostatná ordinace lékaře specialisty;;224491;CZ064;Jihomoravský kraj;CZ0644;Břeclav;6204;Břeclav;Břeclav;;69002;Bří. Mrštíků;3065/38;19020431.0;POINT(48.752295962454 16.882379313455);01.08.2019;neurologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MANK, s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0644;Břeclav;Břeclav;69141;Habrová seč;787/21a;19020431.0;;;andrasova@post.sk;;q62vmxe;Antónia Mank;Jiná právnická osoba;Neurologie;48.752295962454;16.882379313455;07881169;bří. mrštíků;07881169_bří. mrštíků;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7687401;136722;7,6874E+12;0;0;MUDr. Vladimíra Foralová s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;224470;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Běhounská;2/22;19093187.0;POINT(49.197192051762 16.609114420608);01.07.2019;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Vladimíra Foralová s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62300;Richtrova;338/4 ;19093187.0;;;;;y2dqfwn;Vladimíra Foralová;Jiná právnická osoba;Praktik;49.197192051762;16.609114420608;07687401;běhounská;07687401_běhounská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8241309;136674;8,24131E+12;0;0;MUDr. Linda Sedláková;324;Samostatná ordinace lékaře specialisty;;224389;CZ064;Jihomoravský kraj;CZ0644;Břeclav;6204;Břeclav;Břeclav;;69002;Bří. Mrštíků;3065/38;19020431.0;POINT(48.752295962454 16.882379313455);01.01.2020;oftalmologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Linda Sedláková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0644;Břeclav;Břeclav;69002;Bří. Mrštíků;3065/38 ;19020431.0;;;;;fvzfy3k;;Fyzická osoba;Oční;48.752295962454;16.882379313455;08241309;bří. mrštíků;08241309_bří. mrštíků;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8196117;136641;8,19612E+12;0;0;MUDr. Dagmar Pavlíčková - psychiatrie s.r.o.;324;Samostatná ordinace lékaře specialisty;;224296;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6216;Šlapanice;Modřice;;66442;Nádražní;663;26949792.0;POINT(49.133674360838 16.608110362878);17.05.2019;psychiatrie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Dagmar Pavlíčková - psychiatrie s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Modřice;66442;Nádražní;344;26949792.0;;;office@manonucto.cz;;5ia54ju;Dagmar Pavlíčková;Jiná právnická osoba;Psychologie;49.133674360838;16.608110362878;08196117;nádražní;08196117_nádražní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8110514;136640;8,11051E+12;0;0;Internadia nova s.r.o.;324;Samostatná ordinace lékaře specialisty;;224298;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6209;Kuřim;Kuřim;;66434;Blanenská;982/15;24190578.0;POINT(49.310399986117 16.534918231146);01.05.2019;endokrinologie a diabetologie, vnitřní lékařství;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Internadia nova s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61600;Mozolky;2427/50 ;24190578.0;;;chytilkova@centrum.cz;;jvj4q7j;Věra Chytilková;Jiná právnická osoba;Interna;49.310399986117;16.534918231146;08110514;blanenská;08110514_blanenská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7709331;136635;7,70933E+12;0;0;Bc. Veronika Šedivá DiS.;351;Samostatné zařízení fyzioterapeuta;;224300;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6219;Vyškov;Vyškov;;68201;Palánek;373/19a;13912241.0;POINT(49.275534778283 17.002307313958);23.05.2019;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Bc. Veronika Šedivá;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Drnovice;68304;;450;13912241.0;;;mazl@seznam.cz;;ahg9753;;Fyzická osoba;Fyzioterapie;49.275534778283;17.002307313958;07709331;palánek;07709331_palánek;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8225508;136600;8,22551E+12;0;0;MUDr. Pavla Pantučková;322;Samostatná ordinace PL - stomatologa;;224305;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62500;Labská;269/27;79164455.0;POINT(49.171015528806 16.559558366237);01.08.2019;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Pavla Pantučková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62500;Labská;269/27 ;79164455.0;;;m.papaja@seznam.cz;;q2dftx2;;Fyzická osoba;Zubař;49.171015528806;16.559558366237;08225508;labská;08225508_labská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8120366;136599;8,12037E+12;0;0;Psychoterapie SORIE s.r.o.;340;Samostatné zařízení psychologa;;224299;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61300;Tišnovská;1457/82;19303211.0;POINT(49.209719587107 16.625392658436);01.07.2019;Klinický psycholog;specializovaná ambulantní péče;;;Samostatné zařízení psychologa;Psychoterapie SORIE s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61300;Tišnovská;1457/82 ;19303211.0;;;sonja.riegelova@gmail.com;;wei547s;Sonja Riegelová;Jiná právnická osoba;Psychologie;49.209719587107;16.625392658436;08120366;tišnovská;08120366_tišnovská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
